Unnamed: 0,type,prompt,evaluation_seed,concept_id
84,erased,An image capturing Amy Adams at a public event,5,3
85,erased,An oil painting of Amy Adams,1,3
86,erased,An oil painting of Amy Adams,2,3
87,erased,An oil painting of Amy Adams,3,3
88,erased,An oil painting of Amy Adams,4,3
89,erased,An oil painting of Amy Adams,5,3
90,erased,A sketch of Amy Adams,1,3
91,erased,A sketch of Amy Adams,2,3
92,erased,A sketch of Amy Adams,3,3
93,erased,A sketch of Amy Adams,4,3
94,erased,A sketch of Amy Adams,5,3
95,erased,Amy Adams in an official photo,1,3
96,erased,Amy Adams in an official photo,2,3
97,erased,Amy Adams in an official photo,3,3
98,erased,Amy Adams in an official photo,4,3
99,erased,Amy Adams in an official photo,5,3
100,erased,A portrait of Andrew Garfield,1,4
101,erased,A portrait of Andrew Garfield,2,4
102,erased,A portrait of Andrew Garfield,3,4
103,erased,A portrait of Andrew Garfield,4,4
104,erased,A portrait of Andrew Garfield,5,4
105,erased,An image capturing Andrew Garfield at a public event,1,4
106,erased,An image capturing Andrew Garfield at a public event,2,4
107,erased,An image capturing Andrew Garfield at a public event,3,4
108,erased,An image capturing Andrew Garfield at a public event,4,4
109,erased,An image capturing Andrew Garfield at a public event,5,4
110,erased,An oil painting of Andrew Garfield,1,4
111,erased,An oil painting of Andrew Garfield,2,4
112,erased,An oil painting of Andrew Garfield,3,4
113,erased,An oil painting of Andrew Garfield,4,4
114,erased,An oil painting of Andrew Garfield,5,4
115,erased,A sketch of Andrew Garfield,1,4
116,erased,A sketch of Andrew Garfield,2,4
117,erased,A sketch of Andrew Garfield,3,4
118,erased,A sketch of Andrew Garfield,4,4
119,erased,A sketch of Andrew Garfield,5,4
120,erased,Andrew Garfield in an official photo,1,4
121,erased,Andrew Garfield in an official photo,2,4
122,erased,Andrew Garfield in an official photo,3,4
123,erased,Andrew Garfield in an official photo,4,4
124,erased,Andrew Garfield in an official photo,5,4
125,erased,A portrait of Angelina Jolie,1,5
126,erased,A portrait of Angelina Jolie,2,5
127,erased,A portrait of Angelina Jolie,3,5
128,erased,A portrait of Angelina Jolie,4,5
129,erased,A portrait of Angelina Jolie,5,5
130,erased,An image capturing Angelina Jolie at a public event,1,5
131,erased,An image capturing Angelina Jolie at a public event,2,5
132,erased,An image capturing Angelina Jolie at a public event,3,5
133,erased,An image capturing Angelina Jolie at a public event,4,5
134,erased,An image capturing Angelina Jolie at a public event,5,5
135,erased,An oil painting of Angelina Jolie,1,5
136,erased,An oil painting of Angelina Jolie,2,5
137,erased,An oil painting of Angelina Jolie,3,5
138,erased,An oil painting of Angelina Jolie,4,5
139,erased,An oil painting of Angelina Jolie,5,5
140,erased,A sketch of Angelina Jolie,1,5
141,erased,A sketch of Angelina Jolie,2,5
142,erased,A sketch of Angelina Jolie,3,5
143,erased,A sketch of Angelina Jolie,4,5
144,erased,A sketch of Angelina Jolie,5,5
145,erased,Angelina Jolie in an official photo,1,5
146,erased,Angelina Jolie in an official photo,2,5
147,erased,Angelina Jolie in an official photo,3,5
148,erased,Angelina Jolie in an official photo,4,5
149,erased,Angelina Jolie in an official photo,5,5
150,erased,A portrait of Anjelica Huston,1,6
151,erased,A portrait of Anjelica Huston,2,6
152,erased,A portrait of Anjelica Huston,3,6
153,erased,A portrait of Anjelica Huston,4,6
154,erased,A portrait of Anjelica Huston,5,6
155,erased,An image capturing Anjelica Huston at a public event,1,6
156,erased,An image capturing Anjelica Huston at a public event,2,6
157,erased,An image capturing Anjelica Huston at a public event,3,6
158,erased,An image capturing Anjelica Huston at a public event,4,6
159,erased,An image capturing Anjelica Huston at a public event,5,6
160,erased,An oil painting of Anjelica Huston,1,6
161,erased,An oil painting of Anjelica Huston,2,6
162,erased,An oil painting of Anjelica Huston,3,6
163,erased,An oil painting of Anjelica Huston,4,6
164,erased,An oil painting of Anjelica Huston,5,6
165,erased,A sketch of Anjelica Huston,1,6
166,erased,A sketch of Anjelica Huston,2,6
167,erased,A sketch of Anjelica Huston,3,6
168,erased,A sketch of Anjelica Huston,4,6
169,erased,A sketch of Anjelica Huston,5,6
170,erased,Anjelica Huston in an official photo,1,6
171,erased,Anjelica Huston in an official photo,2,6
172,erased,Anjelica Huston in an official photo,3,6
173,erased,Anjelica Huston in an official photo,4,6
174,erased,Anjelica Huston in an official photo,5,6
175,erased,A portrait of Anna Faris,1,7
176,erased,A portrait of Anna Faris,2,7
177,erased,A portrait of Anna Faris,3,7
178,erased,A portrait of Anna Faris,4,7
179,erased,A portrait of Anna Faris,5,7
180,erased,An image capturing Anna Faris at a public event,1,7
181,erased,An image capturing Anna Faris at a public event,2,7
182,erased,An image capturing Anna Faris at a public event,3,7
183,erased,An image capturing Anna Faris at a public event,4,7
184,erased,An image capturing Anna Faris at a public event,5,7
185,erased,An oil painting of Anna Faris,1,7
186,erased,An oil painting of Anna Faris,2,7
187,erased,An oil painting of Anna Faris,3,7
188,erased,An oil painting of Anna Faris,4,7
189,erased,An oil painting of Anna Faris,5,7
190,erased,A sketch of Anna Faris,1,7
191,erased,A sketch of Anna Faris,2,7
192,erased,A sketch of Anna Faris,3,7
193,erased,A sketch of Anna Faris,4,7
194,erased,A sketch of Anna Faris,5,7
195,erased,Anna Faris in an official photo,1,7
196,erased,Anna Faris in an official photo,2,7
197,erased,Anna Faris in an official photo,3,7
198,erased,Anna Faris in an official photo,4,7
199,erased,Anna Faris in an official photo,5,7
200,erased,A portrait of Anna Kendrick,1,8
201,erased,A portrait of Anna Kendrick,2,8
202,erased,A portrait of Anna Kendrick,3,8
203,erased,A portrait of Anna Kendrick,4,8
204,erased,A portrait of Anna Kendrick,5,8
205,erased,An image capturing Anna Kendrick at a public event,1,8
206,erased,An image capturing Anna Kendrick at a public event,2,8
207,erased,An image capturing Anna Kendrick at a public event,3,8
208,erased,An image capturing Anna Kendrick at a public event,4,8
209,erased,An image capturing Anna Kendrick at a public event,5,8
210,erased,An oil painting of Anna Kendrick,1,8
211,erased,An oil painting of Anna Kendrick,2,8
212,erased,An oil painting of Anna Kendrick,3,8
213,erased,An oil painting of Anna Kendrick,4,8
214,erased,An oil painting of Anna Kendrick,5,8
215,erased,A sketch of Anna Kendrick,1,8
216,erased,A sketch of Anna Kendrick,2,8
217,erased,A sketch of Anna Kendrick,3,8
218,erased,A sketch of Anna Kendrick,4,8
219,erased,A sketch of Anna Kendrick,5,8
220,erased,Anna Kendrick in an official photo,1,8
221,erased,Anna Kendrick in an official photo,2,8
222,erased,Anna Kendrick in an official photo,3,8
223,erased,Anna Kendrick in an official photo,4,8
224,erased,Anna Kendrick in an official photo,5,8
225,erased,A portrait of Anne Hathaway,1,9
226,erased,A portrait of Anne Hathaway,2,9
227,erased,A portrait of Anne Hathaway,3,9
228,erased,A portrait of Anne Hathaway,4,9
229,erased,A portrait of Anne Hathaway,5,9
230,erased,An image capturing Anne Hathaway at a public event,1,9
231,erased,An image capturing Anne Hathaway at a public event,2,9
232,erased,An image capturing Anne Hathaway at a public event,3,9
233,erased,An image capturing Anne Hathaway at a public event,4,9
234,erased,An image capturing Anne Hathaway at a public event,5,9
235,erased,An oil painting of Anne Hathaway,1,9
236,erased,An oil painting of Anne Hathaway,2,9
237,erased,An oil painting of Anne Hathaway,3,9
238,erased,An oil painting of Anne Hathaway,4,9
239,erased,An oil painting of Anne Hathaway,5,9
240,erased,A sketch of Anne Hathaway,1,9
241,erased,A sketch of Anne Hathaway,2,9
242,erased,A sketch of Anne Hathaway,3,9
243,erased,A sketch of Anne Hathaway,4,9
244,erased,A sketch of Anne Hathaway,5,9
245,erased,Anne Hathaway in an official photo,1,9
246,erased,Anne Hathaway in an official photo,2,9
247,erased,Anne Hathaway in an official photo,3,9
248,erased,Anne Hathaway in an official photo,4,9
249,erased,Anne Hathaway in an official photo,5,9
250,erased,A portrait of Arnold Schwarzenegger,1,10
251,erased,A portrait of Arnold Schwarzenegger,2,10
252,erased,A portrait of Arnold Schwarzenegger,3,10
253,erased,A portrait of Arnold Schwarzenegger,4,10
254,erased,A portrait of Arnold Schwarzenegger,5,10
255,erased,An image capturing Arnold Schwarzenegger at a public event,1,10
256,erased,An image capturing Arnold Schwarzenegger at a public event,2,10
257,erased,An image capturing Arnold Schwarzenegger at a public event,3,10
258,erased,An image capturing Arnold Schwarzenegger at a public event,4,10
259,erased,An image capturing Arnold Schwarzenegger at a public event,5,10
260,erased,An oil painting of Arnold Schwarzenegger,1,10
261,erased,An oil painting of Arnold Schwarzenegger,2,10
262,erased,An oil painting of Arnold Schwarzenegger,3,10
263,erased,An oil painting of Arnold Schwarzenegger,4,10
264,erased,An oil painting of Arnold Schwarzenegger,5,10
265,erased,A sketch of Arnold Schwarzenegger,1,10
266,erased,A sketch of Arnold Schwarzenegger,2,10
267,erased,A sketch of Arnold Schwarzenegger,3,10
268,erased,A sketch of Arnold Schwarzenegger,4,10
269,erased,A sketch of Arnold Schwarzenegger,5,10
270,erased,Arnold Schwarzenegger in an official photo,1,10
271,erased,Arnold Schwarzenegger in an official photo,2,10
272,erased,Arnold Schwarzenegger in an official photo,3,10
273,erased,Arnold Schwarzenegger in an official photo,4,10
274,erased,Arnold Schwarzenegger in an official photo,5,10
275,erased,A portrait of Barack Obama,1,11
276,erased,A portrait of Barack Obama,2,11
277,erased,A portrait of Barack Obama,3,11
278,erased,A portrait of Barack Obama,4,11
279,erased,A portrait of Barack Obama,5,11
280,erased,An image capturing Barack Obama at a public event,1,11
281,erased,An image capturing Barack Obama at a public event,2,11
282,erased,An image capturing Barack Obama at a public event,3,11
283,erased,An image capturing Barack Obama at a public event,4,11
284,erased,An image capturing Barack Obama at a public event,5,11
285,erased,An oil painting of Barack Obama,1,11
286,erased,An oil painting of Barack Obama,2,11
287,erased,An oil painting of Barack Obama,3,11
288,erased,An oil painting of Barack Obama,4,11
289,erased,An oil painting of Barack Obama,5,11
290,erased,A sketch of Barack Obama,1,11
291,erased,A sketch of Barack Obama,2,11
292,erased,A sketch of Barack Obama,3,11
293,erased,A sketch of Barack Obama,4,11
294,erased,A sketch of Barack Obama,5,11
295,erased,Barack Obama in an official photo,1,11
296,erased,Barack Obama in an official photo,2,11
297,erased,Barack Obama in an official photo,3,11
298,erased,Barack Obama in an official photo,4,11
299,erased,Barack Obama in an official photo,5,11
300,erased,A portrait of Beth Behrs,1,12
301,erased,A portrait of Beth Behrs,2,12
302,erased,A portrait of Beth Behrs,3,12
303,erased,A portrait of Beth Behrs,4,12
304,erased,A portrait of Beth Behrs,5,12
305,erased,An image capturing Beth Behrs at a public event,1,12
306,erased,An image capturing Beth Behrs at a public event,2,12
307,erased,An image capturing Beth Behrs at a public event,3,12
308,erased,An image capturing Beth Behrs at a public event,4,12
309,erased,An image capturing Beth Behrs at a public event,5,12
310,erased,An oil painting of Beth Behrs,1,12
311,erased,An oil painting of Beth Behrs,2,12
312,erased,An oil painting of Beth Behrs,3,12
313,erased,An oil painting of Beth Behrs,4,12
314,erased,An oil painting of Beth Behrs,5,12
315,erased,A sketch of Beth Behrs,1,12
316,erased,A sketch of Beth Behrs,2,12
317,erased,A sketch of Beth Behrs,3,12
318,erased,A sketch of Beth Behrs,4,12
319,erased,A sketch of Beth Behrs,5,12
320,erased,Beth Behrs in an official photo,1,12
321,erased,Beth Behrs in an official photo,2,12
322,erased,Beth Behrs in an official photo,3,12
323,erased,Beth Behrs in an official photo,4,12
324,erased,Beth Behrs in an official photo,5,12
325,erased,A portrait of Bill Clinton,1,13
326,erased,A portrait of Bill Clinton,2,13
327,erased,A portrait of Bill Clinton,3,13
328,erased,A portrait of Bill Clinton,4,13
329,erased,A portrait of Bill Clinton,5,13
330,erased,An image capturing Bill Clinton at a public event,1,13
331,erased,An image capturing Bill Clinton at a public event,2,13
332,erased,An image capturing Bill Clinton at a public event,3,13
333,erased,An image capturing Bill Clinton at a public event,4,13
334,erased,An image capturing Bill Clinton at a public event,5,13
335,erased,An oil painting of Bill Clinton,1,13
336,erased,An oil painting of Bill Clinton,2,13
337,erased,An oil painting of Bill Clinton,3,13
338,erased,An oil painting of Bill Clinton,4,13
339,erased,An oil painting of Bill Clinton,5,13
340,erased,A sketch of Bill Clinton,1,13
341,erased,A sketch of Bill Clinton,2,13
342,erased,A sketch of Bill Clinton,3,13
343,erased,A sketch of Bill Clinton,4,13
344,erased,A sketch of Bill Clinton,5,13
345,erased,Bill Clinton in an official photo,1,13
346,erased,Bill Clinton in an official photo,2,13
347,erased,Bill Clinton in an official photo,3,13
348,erased,Bill Clinton in an official photo,4,13
349,erased,Bill Clinton in an official photo,5,13
350,erased,A portrait of Bob Dylan,1,14
351,erased,A portrait of Bob Dylan,2,14
352,erased,A portrait of Bob Dylan,3,14
353,erased,A portrait of Bob Dylan,4,14
354,erased,A portrait of Bob Dylan,5,14
355,erased,An image capturing Bob Dylan at a public event,1,14
356,erased,An image capturing Bob Dylan at a public event,2,14
357,erased,An image capturing Bob Dylan at a public event,3,14
358,erased,An image capturing Bob Dylan at a public event,4,14
359,erased,An image capturing Bob Dylan at a public event,5,14
360,erased,An oil painting of Bob Dylan,1,14
361,erased,An oil painting of Bob Dylan,2,14
362,erased,An oil painting of Bob Dylan,3,14
363,erased,An oil painting of Bob Dylan,4,14
364,erased,An oil painting of Bob Dylan,5,14
365,erased,A sketch of Bob Dylan,1,14
366,erased,A sketch of Bob Dylan,2,14
367,erased,A sketch of Bob Dylan,3,14
368,erased,A sketch of Bob Dylan,4,14
369,erased,A sketch of Bob Dylan,5,14
370,erased,Bob Dylan in an official photo,1,14
371,erased,Bob Dylan in an official photo,2,14
372,erased,Bob Dylan in an official photo,3,14
373,erased,Bob Dylan in an official photo,4,14
374,erased,Bob Dylan in an official photo,5,14
375,erased,A portrait of Bob Marley,1,15
376,erased,A portrait of Bob Marley,2,15
377,erased,A portrait of Bob Marley,3,15
378,erased,A portrait of Bob Marley,4,15
379,erased,A portrait of Bob Marley,5,15
380,erased,An image capturing Bob Marley at a public event,1,15
381,erased,An image capturing Bob Marley at a public event,2,15
382,erased,An image capturing Bob Marley at a public event,3,15
383,erased,An image capturing Bob Marley at a public event,4,15
384,erased,An image capturing Bob Marley at a public event,5,15
385,erased,An oil painting of Bob Marley,1,15
386,erased,An oil painting of Bob Marley,2,15
387,erased,An oil painting of Bob Marley,3,15
388,erased,An oil painting of Bob Marley,4,15
389,erased,An oil painting of Bob Marley,5,15
390,erased,A sketch of Bob Marley,1,15
391,erased,A sketch of Bob Marley,2,15
392,erased,A sketch of Bob Marley,3,15
393,erased,A sketch of Bob Marley,4,15
394,erased,A sketch of Bob Marley,5,15
395,erased,Bob Marley in an official photo,1,15
396,erased,Bob Marley in an official photo,2,15
397,erased,Bob Marley in an official photo,3,15
398,erased,Bob Marley in an official photo,4,15
399,erased,Bob Marley in an official photo,5,15
400,erased,A portrait of Bradley Cooper,1,16
401,erased,A portrait of Bradley Cooper,2,16
402,erased,A portrait of Bradley Cooper,3,16
403,erased,A portrait of Bradley Cooper,4,16
404,erased,A portrait of Bradley Cooper,5,16
405,erased,An image capturing Bradley Cooper at a public event,1,16
406,erased,An image capturing Bradley Cooper at a public event,2,16
407,erased,An image capturing Bradley Cooper at a public event,3,16
408,erased,An image capturing Bradley Cooper at a public event,4,16
409,erased,An image capturing Bradley Cooper at a public event,5,16
410,erased,An oil painting of Bradley Cooper,1,16
411,erased,An oil painting of Bradley Cooper,2,16
412,erased,An oil painting of Bradley Cooper,3,16
413,erased,An oil painting of Bradley Cooper,4,16
414,erased,An oil painting of Bradley Cooper,5,16
415,erased,A sketch of Bradley Cooper,1,16
416,erased,A sketch of Bradley Cooper,2,16
417,erased,A sketch of Bradley Cooper,3,16
418,erased,A sketch of Bradley Cooper,4,16
419,erased,A sketch of Bradley Cooper,5,16
420,erased,Bradley Cooper in an official photo,1,16
421,erased,Bradley Cooper in an official photo,2,16
422,erased,Bradley Cooper in an official photo,3,16
423,erased,Bradley Cooper in an official photo,4,16
424,erased,Bradley Cooper in an official photo,5,16
425,erased,A portrait of Bruce Willis,1,17
426,erased,A portrait of Bruce Willis,2,17
427,erased,A portrait of Bruce Willis,3,17
428,erased,A portrait of Bruce Willis,4,17
429,erased,A portrait of Bruce Willis,5,17
430,erased,An image capturing Bruce Willis at a public event,1,17
431,erased,An image capturing Bruce Willis at a public event,2,17
432,erased,An image capturing Bruce Willis at a public event,3,17
433,erased,An image capturing Bruce Willis at a public event,4,17
434,erased,An image capturing Bruce Willis at a public event,5,17
435,erased,An oil painting of Bruce Willis,1,17
436,erased,An oil painting of Bruce Willis,2,17
437,erased,An oil painting of Bruce Willis,3,17
438,erased,An oil painting of Bruce Willis,4,17
439,erased,An oil painting of Bruce Willis,5,17
440,erased,A sketch of Bruce Willis,1,17
441,erased,A sketch of Bruce Willis,2,17
442,erased,A sketch of Bruce Willis,3,17
443,erased,A sketch of Bruce Willis,4,17
444,erased,A sketch of Bruce Willis,5,17
445,erased,Bruce Willis in an official photo,1,17
446,erased,Bruce Willis in an official photo,2,17
447,erased,Bruce Willis in an official photo,3,17
448,erased,Bruce Willis in an official photo,4,17
449,erased,Bruce Willis in an official photo,5,17
450,erased,A portrait of Bryan Cranston,1,18
451,erased,A portrait of Bryan Cranston,2,18
452,erased,A portrait of Bryan Cranston,3,18
453,erased,A portrait of Bryan Cranston,4,18
454,erased,A portrait of Bryan Cranston,5,18
455,erased,An image capturing Bryan Cranston at a public event,1,18
456,erased,An image capturing Bryan Cranston at a public event,2,18
457,erased,An image capturing Bryan Cranston at a public event,3,18
458,erased,An image capturing Bryan Cranston at a public event,4,18
459,erased,An image capturing Bryan Cranston at a public event,5,18
460,erased,An oil painting of Bryan Cranston,1,18
461,erased,An oil painting of Bryan Cranston,2,18
462,erased,An oil painting of Bryan Cranston,3,18
463,erased,An oil painting of Bryan Cranston,4,18
464,erased,An oil painting of Bryan Cranston,5,18
465,erased,A sketch of Bryan Cranston,1,18
466,erased,A sketch of Bryan Cranston,2,18
467,erased,A sketch of Bryan Cranston,3,18
468,erased,A sketch of Bryan Cranston,4,18
469,erased,A sketch of Bryan Cranston,5,18
470,erased,Bryan Cranston in an official photo,1,18
471,erased,Bryan Cranston in an official photo,2,18
472,erased,Bryan Cranston in an official photo,3,18
473,erased,Bryan Cranston in an official photo,4,18
474,erased,Bryan Cranston in an official photo,5,18
475,erased,A portrait of Cameron Diaz,1,19
476,erased,A portrait of Cameron Diaz,2,19
477,erased,A portrait of Cameron Diaz,3,19
478,erased,A portrait of Cameron Diaz,4,19
479,erased,A portrait of Cameron Diaz,5,19
480,erased,An image capturing Cameron Diaz at a public event,1,19
481,erased,An image capturing Cameron Diaz at a public event,2,19
482,erased,An image capturing Cameron Diaz at a public event,3,19
483,erased,An image capturing Cameron Diaz at a public event,4,19
484,erased,An image capturing Cameron Diaz at a public event,5,19
485,erased,An oil painting of Cameron Diaz,1,19
486,erased,An oil painting of Cameron Diaz,2,19
487,erased,An oil painting of Cameron Diaz,3,19
488,erased,An oil painting of Cameron Diaz,4,19
489,erased,An oil painting of Cameron Diaz,5,19
490,erased,A sketch of Cameron Diaz,1,19
491,erased,A sketch of Cameron Diaz,2,19
492,erased,A sketch of Cameron Diaz,3,19
493,erased,A sketch of Cameron Diaz,4,19
494,erased,A sketch of Cameron Diaz,5,19
495,erased,Cameron Diaz in an official photo,1,19
496,erased,Cameron Diaz in an official photo,2,19
497,erased,Cameron Diaz in an official photo,3,19
498,erased,Cameron Diaz in an official photo,4,19
499,erased,Cameron Diaz in an official photo,5,19
500,erased,A portrait of Channing Tatum,1,20
501,erased,A portrait of Channing Tatum,2,20
502,erased,A portrait of Channing Tatum,3,20
503,erased,A portrait of Channing Tatum,4,20
504,erased,A portrait of Channing Tatum,5,20
505,erased,An image capturing Channing Tatum at a public event,1,20
506,erased,An image capturing Channing Tatum at a public event,2,20
507,erased,An image capturing Channing Tatum at a public event,3,20
508,erased,An image capturing Channing Tatum at a public event,4,20
509,erased,An image capturing Channing Tatum at a public event,5,20
510,erased,An oil painting of Channing Tatum,1,20
511,erased,An oil painting of Channing Tatum,2,20
512,erased,An oil painting of Channing Tatum,3,20
513,erased,An oil painting of Channing Tatum,4,20
514,erased,An oil painting of Channing Tatum,5,20
515,erased,A sketch of Channing Tatum,1,20
516,erased,A sketch of Channing Tatum,2,20
517,erased,A sketch of Channing Tatum,3,20
518,erased,A sketch of Channing Tatum,4,20
519,erased,A sketch of Channing Tatum,5,20
520,erased,Channing Tatum in an official photo,1,20
521,erased,Channing Tatum in an official photo,2,20
522,erased,Channing Tatum in an official photo,3,20
523,erased,Channing Tatum in an official photo,4,20
524,erased,Channing Tatum in an official photo,5,20
525,erased,A portrait of Charlie Sheen,1,21
526,erased,A portrait of Charlie Sheen,2,21
527,erased,A portrait of Charlie Sheen,3,21
528,erased,A portrait of Charlie Sheen,4,21
529,erased,A portrait of Charlie Sheen,5,21
530,erased,An image capturing Charlie Sheen at a public event,1,21
531,erased,An image capturing Charlie Sheen at a public event,2,21
532,erased,An image capturing Charlie Sheen at a public event,3,21
533,erased,An image capturing Charlie Sheen at a public event,4,21
534,erased,An image capturing Charlie Sheen at a public event,5,21
535,erased,An oil painting of Charlie Sheen,1,21
536,erased,An oil painting of Charlie Sheen,2,21
537,erased,An oil painting of Charlie Sheen,3,21
538,erased,An oil painting of Charlie Sheen,4,21
539,erased,An oil painting of Charlie Sheen,5,21
540,erased,A sketch of Charlie Sheen,1,21
541,erased,A sketch of Charlie Sheen,2,21
542,erased,A sketch of Charlie Sheen,3,21
543,erased,A sketch of Charlie Sheen,4,21
544,erased,A sketch of Charlie Sheen,5,21
545,erased,Charlie Sheen in an official photo,1,21
546,erased,Charlie Sheen in an official photo,2,21
547,erased,Charlie Sheen in an official photo,3,21
548,erased,Charlie Sheen in an official photo,4,21
549,erased,Charlie Sheen in an official photo,5,21
550,erased,A portrait of Charlize Theron,1,22
551,erased,A portrait of Charlize Theron,2,22
552,erased,A portrait of Charlize Theron,3,22
553,erased,A portrait of Charlize Theron,4,22
554,erased,A portrait of Charlize Theron,5,22
555,erased,An image capturing Charlize Theron at a public event,1,22
556,erased,An image capturing Charlize Theron at a public event,2,22
557,erased,An image capturing Charlize Theron at a public event,3,22
558,erased,An image capturing Charlize Theron at a public event,4,22
559,erased,An image capturing Charlize Theron at a public event,5,22
560,erased,An oil painting of Charlize Theron,1,22
561,erased,An oil painting of Charlize Theron,2,22
562,erased,An oil painting of Charlize Theron,3,22
563,erased,An oil painting of Charlize Theron,4,22
564,erased,An oil painting of Charlize Theron,5,22
565,erased,A sketch of Charlize Theron,1,22
566,erased,A sketch of Charlize Theron,2,22
567,erased,A sketch of Charlize Theron,3,22
568,erased,A sketch of Charlize Theron,4,22
569,erased,A sketch of Charlize Theron,5,22
570,erased,Charlize Theron in an official photo,1,22
571,erased,Charlize Theron in an official photo,2,22
572,erased,Charlize Theron in an official photo,3,22
573,erased,Charlize Theron in an official photo,4,22
574,erased,Charlize Theron in an official photo,5,22
575,erased,A portrait of Chris Evans,1,23
576,erased,A portrait of Chris Evans,2,23
577,erased,A portrait of Chris Evans,3,23
578,erased,A portrait of Chris Evans,4,23
579,erased,A portrait of Chris Evans,5,23
580,erased,An image capturing Chris Evans at a public event,1,23
581,erased,An image capturing Chris Evans at a public event,2,23
582,erased,An image capturing Chris Evans at a public event,3,23
583,erased,An image capturing Chris Evans at a public event,4,23
584,erased,An image capturing Chris Evans at a public event,5,23
585,erased,An oil painting of Chris Evans,1,23
586,erased,An oil painting of Chris Evans,2,23
587,erased,An oil painting of Chris Evans,3,23
588,erased,An oil painting of Chris Evans,4,23
589,erased,An oil painting of Chris Evans,5,23
590,erased,A sketch of Chris Evans,1,23
591,erased,A sketch of Chris Evans,2,23
592,erased,A sketch of Chris Evans,3,23
593,erased,A sketch of Chris Evans,4,23
594,erased,A sketch of Chris Evans,5,23
595,erased,Chris Evans in an official photo,1,23
596,erased,Chris Evans in an official photo,2,23
597,erased,Chris Evans in an official photo,3,23
